序号,代码,名称,市场代码简称,最新价(元) 2026.04.30,涨跌幅(%) 2026.04.30,申万行业分类,低位 2026.04.30,主力净额合计 2026.04.28 - 2026.04.30,市盈率估值状态 截至2026.05.04最新,ST股票,扣除非经常性损益后归属于母公司股东的净利润最新同比增长率 截至2026.03.31最新,概念,收盘价(日线不复权)(元) 2026.04.30,扣除非经常性损益后归属于母公司股东的净利润(元) 2026.03.31,扣除非经常性损益后归属于母公司股东的净利润(元) 2025.12.31,扣除非经常性损益后归属于母公司股东的净利润(元) 2025.09.30,扣除非经常性损益后归属于母公司股东的净利润(元) 2025.06.30,扣除非经常性损益后归属于母公司股东的净利润(元) 2025.03.31,东财行业总分类,涨跌额(元) 2026.04.30,最高价(元) 2026.04.30,最低价(元) 2026.04.30,换手率(%) 2026.04.30,量比 2026.04.30,成交量(股) 2026.04.30,成交额(元) 2026.04.30,市盈率(动)(倍) 2026.04.30,市净率(倍) 2026.04.30,总市值(元) 2026.04.30,流通市值(元) 2026.04.30
1,920504,博迅生物,BJ,21.72,0.18,医药生物-医疗器械-医疗设备,符合,100.24万,估值中等,否,47.13|2026一季报,医疗器械概念、融资融券、食品安全,21.72,126.44万|2026一季报,1266.45万|2025年报,697.86万|2025三季报,294.77万|2025半年报,85.94万|2025一季报,医药生物-医疗器械-医疗设备,0.040,22.13,21.59,1.99,1.30,34.09万,743.49万,157.33,4.7240,9.41亿,3.71亿
