entity_name,indicator_name,indicator_code,frequency,数据来源,2026-05-20,2026-05-19,2026-05-18,2026-05-15,2026-05-14
利率（日）,美国:国债收益率:10年(%),E1003238,daily,美联储,4.57,4.67,4.61,4.59,4.47
