symbol_dir,report_file,rel_path,inferred_date,date_source,confidence,file_birthtime
301047,义翘神州_投资分析报告.md,301047/义翘神州_投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:13:43
301206,三元生物_投资分析报告.md,301206/三元生物_投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:01:42
600007,中国国贸_稳健投资策略分析报告.md,600007/中国国贸_稳健投资策略分析报告.md,2026-04-22,内容-元数据完整日期,high,2026-04-22 23:58:25
600009,上海机场_稳健投资策略分析报告.md,600009/上海机场_稳健投资策略分析报告.md,2026-05-01,内容-元数据完整日期,high,2026-05-01 10:00:02
600011,华能国际_稳健投资策略分析报告.md,600011/华能国际_稳健投资策略分析报告.md,2026-04-28,内容-元数据完整日期,high,2026-04-28 11:01:55
600015,华夏银行_稳健投资策略分析报告.md,600015/华夏银行_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:00:54
600016,民生银行_稳健投资策略分析报告.md,600016/民生银行_稳健投资策略分析报告.md,2026-04-22,内容-元数据完整日期,high,2026-04-23 00:09:36
600023,浙能电力_稳健投资策略分析报告.md,600023/浙能电力_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:39:53
600028,中国石化_稳健投资策略分析报告.md,600028/中国石化_稳健投资策略分析报告.md,2026-05-06,内容-元数据完整日期,high,2026-05-06 22:52:04
600029,南方航空_稳健投资策略分析报告.md,600029/南方航空_稳健投资策略分析报告.md,2026-05-06,内容-元数据完整日期,high,2026-05-06 23:07:13
600031,三一重工_稳健投资策略分析报告.md,600031/三一重工_稳健投资策略分析报告.md,2026-05-01,内容-元数据完整日期,high,2026-05-01 09:51:47
600036,招商银行_稳健投资策略分析报告.md,600036/招商银行_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:03:20
600048,保利发展_稳健投资策略分析报告.md,600048/保利发展_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 21:14:51
600050,中国联通_稳健投资策略分析报告.md,600050/中国联通_稳健投资策略分析报告.md,2026-05-02,内容-元数据完整日期,high,2026-05-02 21:11:58
600057,厦门象屿投资分析报告.md,600057/厦门象屿投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:18:09
600067,投资分析报告.md,600067/投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:03:02
600096,云天化投资分析报告.md,600096/云天化投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:17:28
600098,广州发展_稳健投资策略分析报告.md,600098/广州发展_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:49:42
600115,中国东航_稳健投资策略分析报告.md,600115/中国东航_稳健投资策略分析报告.md,2026-05-06,内容-元数据完整日期,high,2026-05-06 23:10:56
600132,重庆啤酒_稳健投资策略分析报告.md,600132/重庆啤酒_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 21:54:06
600153,建发股份_稳健投资策略分析报告.md,600153/建发股份_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:00:02
600177,雅戈尔_稳健投资策略分析报告.md,600177/雅戈尔_稳健投资策略分析报告.md,2026-04-22,内容-元数据完整日期,high,2026-04-23 08:09:36
600196,复星医药_稳健投资策略分析报告.md,600196/复星医药_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 22:15:01
600256,广汇能源_稳健投资策略分析报告_20250423.md,600256/广汇能源_稳健投资策略分析报告_20250423.md,2025-04-23,文件名-完整日期,high,2026-04-23 20:50:34
600276,恒瑞医药_稳健投资策略分析报告.md,600276/恒瑞医药_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 22:13:18
600329,达仁堂投资分析报告.md,600329/达仁堂投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:11:30
600332,白云山_稳健投资策略分析报告.md,600332/白云山_稳健投资策略分析报告.md,2026-05-01,内容-元数据完整日期,high,2026-05-01 09:43:14
600340,华夏幸福_稳健投资策略分析报告.md,600340/华夏幸福_稳健投资策略分析报告.md,2026-05-02,内容-元数据完整日期,high,2026-05-02 19:33:40
600351,亚宝药业_投资分析报告.md,600351/亚宝药业_投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 20:53:36
600373,中文传媒_稳健投资策略分析报告.md,600373/中文传媒_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:45:23
600398,海澜之家_600398_分析报告.md,600398/海澜之家_600398_分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 21:21:58
600415,小商品城_稳健投资策略分析报告.md,600415/小商品城_稳健投资策略分析报告.md,2026-04-22,内容-元数据完整日期,high,2026-04-22 22:15:39
600489.SH,中金黄金_稳健投资策略分析报告.md,600489.SH/中金黄金_稳健投资策略分析报告.md,2026-05-22,内容-元数据完整日期,high,2026-05-22 14:11:43
600502,安徽建工_投资分析报告.md,600502/安徽建工_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:21:02
600519,贵州茅台_稳健投资策略分析报告.md,600519/贵州茅台_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 21:59:26
600546.SH,山煤国际_稳健投资策略分析报告.md,600546.SH/山煤国际_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:22:11
600551,时代出版_投资分析报告.md,600551/时代出版_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:18:09
600566,济川药业_稳健投资策略分析报告.md,600566/济川药业_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 23:54:15
600582,天地科技_稳健投资策略分析报告.md,600582/天地科技_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:01:14
600585,海螺水泥_稳健投资策略分析报告.md,600585/海螺水泥_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 21:15:22
600598,北大荒_稳健投资策略分析报告.md,600598/北大荒_稳健投资策略分析报告.md,2026-05-05,内容-元数据完整日期,high,2026-05-05 11:22:42
600600,青岛啤酒_稳健投资策略分析报告.md,600600/青岛啤酒_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 22:19:56
600612,老凤祥_稳健投资策略分析报告.md,600612/老凤祥_稳健投资策略分析报告.md,2026-04-22,内容-元数据完整日期,high,2026-04-23 08:54:19
600642,申能股份_稳健投资策略分析报告.md,600642/申能股份_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:22:53
600662,外服控股投资分析报告.md,600662/外服控股投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:18:31
600681,百川能源_投资分析报告.md,600681/百川能源_投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 22:27:04
600690,海尔智家_稳健投资策略分析报告.md,600690/海尔智家_稳健投资策略分析报告.md,2026-04-22,内容-元数据完整日期,high,2026-04-23 00:02:05
600694,大商股份投资分析报告.md,600694/大商股份投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:20:33
600704,物产中大_稳健投资策略分析报告.md,600704/物产中大_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:28:57
600729,重庆百货_稳健投资策略分析报告.md,600729/重庆百货_稳健投资策略分析报告.md,2026-04-22,内容-元数据完整日期,high,2026-04-22 22:15:45
600737,中粮糖业_稳健投资策略分析报告.md,600737/中粮糖业_稳健投资策略分析报告.md,2026-04-27,内容-元数据完整日期,high,2026-04-27 15:48:41
600742,富维股份_稳健投资策略分析报告.md,600742/富维股份_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:14:29
600757,长江传媒投资分析报告.md,600757/长江传媒投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:21:31
600803,新奥股份投资分析报告.md,600803/新奥股份投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:19:10
600809,山西汾酒_稳健投资策略分析报告.md,600809/山西汾酒_稳健投资策略分析报告.md,2026-04-30,内容-元数据完整日期,high,2026-05-01 14:32:08
600820,投资分析报告.md,600820/投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:54:53
600827,百联股份_稳健投资策略分析报告.md,600827/百联股份_稳健投资策略分析报告.md,2026-05-04,内容-元数据完整日期,high,2026-05-04 08:46:13
600866,星湖科技_稳健投资策略分析报告.md,600866/星湖科技_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:01:18
600887,伊利股份_稳健投资策略分析报告.md,600887/伊利股份_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 21:15:47
600894,广日股份投资分析报告.md,600894/广日股份投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:09:21
600900,长江电力_稳健投资策略分析报告.md,600900/长江电力_稳健投资策略分析报告.md,2026-04-28,内容-元数据完整日期,high,2026-04-28 11:39:00
600901,江苏金租投资分析报告.md,600901/江苏金租投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:00:32
600908,无锡银行投资分析报告.md,600908/无锡银行投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:02:59
600919,江苏银行投资分析报告.md,600919/江苏银行投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:18:31
600985,淮北矿业_稳健投资策略分析报告.md,600985/淮北矿业_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:20:35
600987,航民股份投资分析报告.md,600987/航民股份投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:21:13
601019,山东出版投资分析报告.md,601019/山东出版投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:19:53
601088,中国神华投资分析报告.md,601088/中国神华投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:11:40
601088.SH,中国神华_稳健投资策略分析报告.md,601088.SH/中国神华_稳健投资策略分析报告.md,2026-05-08,内容-元数据完整日期,high,2026-05-08 16:24:07
601098,中南传媒_稳健投资策略分析报告.md,601098/中南传媒_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:56:07
601101,昊华能源_投资分析报告.md,601101/昊华能源_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:59:10
601107,四川成渝_投资分析报告.md,601107/四川成渝_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:23:39
601111,中国国航_稳健投资策略分析报告.md,601111/中国国航_稳健投资策略分析报告.md,2026-05-06,内容-元数据完整日期,high,2026-05-06 23:07:32
601128,常熟银行_投资分析报告.md,601128/常熟银行_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:48:38
601166,兴业银行_稳健投资策略分析报告.md,601166/兴业银行_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 20:51:06
601229,上海银行_稳健投资策略分析报告.md,601229/上海银行_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:22:57
601298,青岛港_稳健投资策略分析报告.md,601298/青岛港_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 22:14:15
601328,交通银行_稳健投资策略分析报告.md,601328/交通银行_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:27:02
601339,百隆东方_投资分析报告.md,601339/百隆东方_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:55:44
601369,陕鼓动力投资分析报告.md,601369/陕鼓动力投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:17:27
601390,中国中铁_投资分析报告.md,601390/中国中铁_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:53:15
601567,三星电气_稳健投资策略分析报告.md,601567/三星电气_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:22:24
601577,长沙银行投资分析报告.md,601577/长沙银行投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:28:54
601598,中国外运投资分析报告.md,601598/中国外运投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:21:29
601633,长城汽车_稳健投资策略分析报告.md,601633/长城汽车_稳健投资策略分析报告.md,2026-05-01,内容-元数据完整日期,high,2026-05-01 09:54:44
601666,平煤股份_稳健投资策略分析报告.md,601666/平煤股份_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:13:23
601668,中国建筑_稳健投资策略分析报告.md,601668/中国建筑_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:06:11
601686,友发集团_稳健投资策略分析报告.md,601686/友发集团_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:00:32
601717,中创智领_稳健投资策略分析报告.md,601717/中创智领_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-24 00:04:21
601728,中国电信投资分析报告.md,601728/中国电信投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:18:41
601766,中国中车_稳健投资策略分析报告.md,601766/中国中车_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:23:32
601818,光大银行投资分析报告.md,601818/光大银行投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:28:23
601825,投资分析报告.md,601825/投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:18:45
601838,成都银行_稳健投资策略分析报告.md,601838/成都银行_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:56:56
601886,江河集团_稳健投资策略分析报告.md,601886/江河集团_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:57:24
601888,中国中免_601888_稳健投资策略分析报告.md,601888/中国中免_601888_稳健投资策略分析报告.md,2026-04-20,内容-元数据完整日期,high,2026-04-20 22:10:33
601916,浙商银行_投资分析报告.md,601916/浙商银行_投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:37:39
601919,中远海控_投资分析报告.md,601919/中远海控_投资分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 20:52:35
601921,浙版传媒投资分析报告.md,601921/浙版传媒投资分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 00:56:08
601928,凤凰传媒_稳健投资策略分析报告.md,601928/凤凰传媒_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:25:37
601952,苏垦农发_稳健投资策略分析报告.md,601952/苏垦农发_稳健投资策略分析报告.md,2026-05-05,内容-元数据完整日期,high,2026-05-05 10:49:12
601997,贵阳银行_稳健投资策略分析报告.md,601997/贵阳银行_稳健投资策略分析报告.md,2026-04-24,内容-元数据完整日期,high,2026-04-24 09:18:31
603006,联明股份_稳健投资策略分析报告.md,603006/联明股份_稳健投资策略分析报告.md,2026-04-23,内容-元数据完整日期,high,2026-04-23 21:30:55
